id,shortDescription,description,categories,gender,imageUrl,brandName,seasonCode,materials,colors,path,x_overlap,y_overlap,category,encoded_category,x,y
19509804,The Amari crêpe maxi dress,"The Amari crêpe maxi dress from Solace London featuring fuchsia pink, crepe texture, strapless, high neck, rear zip fastening, rear slit and maxi.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/19/50/98/04/19509804_50510391_54.jpg,Solace London,AW23,"Polyester, Elastane","Pink, FUCHSIA",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19509804.jpg,5.6759515,2.7916691,Dresses,1,42.83526812,23.82952021
17052406,Piccolo Ubud feather-embellished dress,"Black Piccolo Ubud feather-embellished dress from TALLER MARMO featuring one-shoulder, long sleeves, feather detailing and concealed side zip fastening.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/17/05/24/06/17052406_36681891_54.jpg,Taller Marmo,AW23,"Furs & Skins->Ostrich Feather , Synthetic->Acrylic, Viscose","Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/17052406.jpg,4.4490337,1.9122758,Dresses,1,31.83526812,13.82952021
20170543,colour-block off-shoulder maxi dress,"colour-block off-shoulder maxi dress from Monot featuring colour-block design, rear slit, concealed rear zip fastening, off-shoulder, black, white, short sleeves and long length.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/20/17/05/43/20170543_50735371_54.jpg,Mônot,AW23,Polyester,"Black, 0007 BLACKWHITE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20170543.jpg,5.596228,2.7139535,Dresses,1,39.83526812,21.82952021
17899669,gathered-detail short-sleeve dress,"gathered-detail short-sleeve dress from Aje featuring white, cotton, round neck, short puff sleeves, gathered detailing, open back and tied waist.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/17/89/96/69/17899669_42281569_54.jpg,Aje,AW23,"Silk, Cotton, Linen/Flax","Neutrals, IVORY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/17899669.jpg,6.0683756,3.1984556,Dresses,1,47.83526812,25.82952021
19383554,off-shoulder silk dress,"off-shoulder silk dress from GAUGE81 featuring khaki, silk, draped detailing, off-shoulder, rear criss-cross straps and three-quarter length sleeves.","Women, Clothing, Dresses, Evening Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/19/38/35/54/19383554_50144532_54.jpg,GAUGE81,AW23,"Silk, Synthetic->Acetate, Cupro","Green, CUMIN",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19383554.jpg,5.3566704,3.2356281,Dresses,1,38.83526812,23.82952021
17117341,Ibiza halterneck maxi dress,"Ibiza halterneck maxi dress from ASCENO featuring black, organic cotton, halterneck tie fastening, tiered skirt and ankle-length.","Women, Clothing, Dresses, Beachwear, Day Dresses, Sundresses, Beach Dresses",Woman,https://cdn-images.farfetch-contents.com/17/11/73/41/17117341_38226120_54.jpg,Asceno,AW23,Organic Cotton,"Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/17117341.jpg,5.123163,2.540035,Dresses,1,36.83526812,18.82952021
18325093,crinkle tank dress,"crinkle tank dress from Hunza G featuring white, crinkled finish, square neck, wide shoulder straps, scoop back and stretch-design. Conscious: We've partnered with Good On You – an ethical agency that rates how sustainably brands perform. This product comes from a brand that performs well in relation to their impact on animals..","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/18/32/50/93/18325093_40744951_54.jpg,Hunza G,SS23,"Synthetic->Lycra, Nylon","White, WHITE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/18325093.jpg,5.9232674,2.5933955,Dresses,1,42.83526812,19.82952021
20107840,metallic cut-out gown,"metallic cut-out gown from BLUMARINE featuring silver-tone, metallic finish, ruched detailing, cut-out detailing, high neck, sleeveless and maxi.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/20/10/78/40/20107840_50920311_54.jpg,Blumarine,AW23,Viscose,"Grey, N0992 - ARGENTO",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20107840.jpg,5.1249685,3.324246,Dresses,1,35.83526812,26.82952021
19390347,KIM DOLCE&GABBANA floral-lace mini dress,"KIM DOLCE&GABBANA floral-lace mini dress from DOLCE & GABBANA featuring black, silk blend, floral-lace detailing, wide shoulder straps, V-neck, sleeveless and thigh-length.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/19/39/03/47/19390347_43837158_54.jpg,Dolce & Gabbana,AW23,"Silk, Elastane, Nylon, Synthetic->Rayon","Black, N0000  BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19390347.jpg,5.933008,2.285451,Dresses,1,43.83526812,16.82952021
20199478,Taiga polka-dot georgette minidress,"Taiga polka-dot georgette minidress from Reformation featuring black/white, georgette, polka dot print, sweetheart neck, sleeveless, concealed rear zip fastening, flared skirt and thigh-length. We've partnered with Good On You — an independent agency that rates how brands perform in relation to their impact on the planet, people and animals, with a multi-criteria rating simplified to a five points scale. In order to be awarded our conscious label, larger brands need to score a minimum of four out of five ('Good'), while smaller brands must score at least three out of five ('It's a start'). This item comes from a brand rated four out of five ('Good') by Good on You. Please note, this is a brand-level rating and does not guarantee that this product is made with conscious materials.. Learn more about what makes a product Conscious on our Conscious Criteria page.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/19/94/78/20199478_50516465_54.jpg,Reformation,AW23,Viscose,"Black, caviar dot black",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20199478.jpg,5.650877,2.0568116,Dresses,1,41.83526812,14.82952021
19658138,Matisse asymmetric side-slit maxi dress,"Matisse asymmetric side-slit maxi dress from DE LA VALI featuring stretch-design, semi-sheer construction, cowl neck, decorative button detailing, floor-length, hot pink, single spaghetti strap, single shoulder strap and thigh-high side slit.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/19/65/81/38/19658138_50385477_54.jpg,De La Vali,AW23,Polyester,"Pink, HOT PINK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19658138.jpg,5.7179937,2.7307274,Dresses,1,44.83526812,22.82952021
20381490,midi dress,"midi dress from PACO RABANNE featuring black, stretch-design, round neck, short sleeves, keyhole detail to the rear, draped detailing, side press-stud fastening, side slit, straight hem and mid-length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/38/14/90/20381490_50504189_54.jpg,Rabanne,AW23,"Viscose, Elastane","Black, P001 BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20381490.jpg,5.502602,2.819575,Dresses,1,40.83526812,23.82952021
19949869,logo plaque denim kaftan,"logo plaque denim kaftan from VALENTINO GARAVANI featuring Valentino Ready To Wear, indigo blue, denim, band collar, V-neck, wide sleeves, gold-tone logo plaque, two thigh-high side slits and mid-length. The full look includes Valentino Garavani accessories..","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/94/98/69/19949869_50358970_54.jpg,Valentino Garavani,AW23,"Polyester, Cotton, Cotton","Blue, 558",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19949869.jpg,1.8512752,3.8788953,Dresses,1,13.83526812,28.82952021
19673582,logo-print minidress,"logo-print minidress from adidas Golf featuring black, recycled polyester, logo print at the neckline, mock neck, half front zip fastening, short sleeves and thigh-length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/67/35/82/19673582_51062460_54.jpg,adidas Golf,SS23,Recycled Polyester,"Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19673582.jpg,6.878244,0.95966744,Dresses,1,50.83526812,6.82952021
19620645,Devi paisley-print maxi dress,"Devi paisley-print maxi dress from ZIMMERMANN featuring indigo, cream white, cotton, paisley print, smocking details, square neck, tie-fastening straps, flared skirt, ankle-length and straight hem.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/62/06/45/19620645_45170899_54.jpg,ZIMMERMANN,AW23,Cotton,"Neutrals, PURPLE, ICPA - Indigo Cream Paisley",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19620645.jpg,6.284834,5.03105,Dresses,1,48.83526812,36.82952021
20082465,bow-detail long-sleeve minidress,"bow-detail long-sleeve minidress from Karl Lagerfeld featuring black, bow detailing, rear zip fastening, round neck, long sleeves, thigh-length and straight hem.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/08/24/65/20082465_51064353_54.jpg,Karl Lagerfeld,AW23,Synthetic->Acetate,"Black, 999",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20082465.jpg,13.397557,1.4125836,Dresses,1,96.83526812,7.82952021
20601447,V-neck cotton minidress,"V-neck cotton minidress from The Attico featuring ivory white, cotton, V-neck, long sleeves, basque waist and thigh-length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/60/14/47/20601447_50604706_54.jpg,The Attico,AW23,Cotton,"Neutrals, 507 IVORY",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20601447.jpg,8.71541,2.7374098,Dresses,1,61.83526812,21.82952021
20065861,motly paisley shirtdress,"motly paisley shirtdress from AZ FACTORY featuring green, silk, paisley print, classic collar, front button fastening, long sleeves and curved hem.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/06/58/61/20065861_45432818_54.jpg,AZ FACTORY,AW23,Silk,"Multicolour, PSY1",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20065861.jpg,7.9209676,4.5226655,Dresses,1,58.83526812,32.82952021
19620642,Devi floral-print midi dress,"Devi floral-print midi dress from ZIMMERMANN featuring cream white, pink, linen, floral print, scallop edge, adjustable spaghetti straps, cut-out detailing, rear tie fastening, side zip fastening, two side slit pockets, full skirt, rear zip fastening and calf-length. This item contains at least 50% materials which are certified or widely recognised as having a lower environmental impact through production and/or manufacturing processes that reduce water consumption and the use of harmful chemicals, or re-use by-products of the production process.. Learn more about what makes a product Conscious on our Conscious Criteria page.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/62/06/42/19620642_50250963_54.jpg,ZIMMERMANN,AW23,"Cotton, Linen/Flax","Neutrals, CREAM FLORAL",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19620642.jpg,6.164234,5.055358,Dresses,1,46.83526812,36.82952021
19948586,Bahia cut-out detail minidress,"Bahia cut-out detail minidress from Jacquemus featuring black, cotton, cut-out detailing, twist detailing, short sleeves, straight hem and thigh-length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/94/85/86/19948586_50725153_54.jpg,Jacquemus,AW23,Cotton,"Black, 990 - BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19948586.jpg,7.4219413,2.5197968,Dresses,1,54.83526812,19.82952021
20470972,Mrs Ross fringe-trim kaftan dress,"Mrs Ross fringe-trim kaftan dress from TALLER MARMO featuring plum purple, crepe texture, fringe detailing, attached scarf, high neck, rear tie fastening, long wide sleeves and asymmetric hem.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/20/47/09/72/20470972_50456965_54.jpg,Taller Marmo,AW23,"Viscose, Synthetic->Acetate","Purple, PLUM",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20470972.jpg,4.849668,2.19305,Dresses,1,35.83526812,15.82952021
20471262,striped ruffled minidress,"striped ruffled minidress from ETRO featuring light blue, cotton, multi-way stripe pattern, contrasting trim, ruffled detailing, V-neck, front tie fastening, long sleeves and thigh-length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/47/12/62/20471262_50841228_54.jpg,ETRO,AW23,Cotton,"Blue, Black, 0200",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20471262.jpg,6.3421807,3.4283996,Dresses,1,48.83526812,26.82952021
20475252,Maves off-shoulder satin minidress,"Maves off-shoulder satin minidress from Reformation featuring black, satin finish, off-shoulder, long sleeves, straight hem and thigh-length. We've partnered with Good On You — an independent agency that rates how brands perform in relation to their impact on the planet, people and animals, with a multi-criteria rating simplified to a five points scale. In order to be awarded our conscious label, larger brands need to score a minimum of four out of five ('Good'), while smaller brands must score at least three out of five ('It's a start'). This item comes from a brand rated four out of five ('Good') by Good on You. Please note, this is a brand-level rating and does not guarantee that this product is made with conscious materials.. Learn more about what makes a product Conscious on our Conscious Criteria page.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/47/52/52/20475252_50569993_54.jpg,Reformation,AW23,"Synthetic->Acetate, Polyester, Viscose","Black, Black",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20475252.jpg,7.1609054,2.518122,Dresses,1,53.83526812,18.82952021
20046882,Fallon floral-print maxi dress,"Fallon floral-print maxi dress from Reformation featuring red, white, crepe texture, all-over floral print, sweetheart neck, concealed rear zip fastening, thin straps, tiered skirt and ruffle hem.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/04/68/82/20046882_50083386_54.jpg,Reformation,AW23,"Viscose, Viscose","Neutrals, PARIS",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20046882.jpg,6.2306623,4.9788713,Dresses,1,47.83526812,35.82952021
19657775,Bon Bon minidress,"Bon Bon minidress from DE LA VALI featuring black, cotton, square neck, short puff sleeves and flared skirt.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/65/77/75/19657775_50391587_54.jpg,De La Vali,AW23,Cotton,"Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19657775.jpg,5.6772814,2.1413105,Dresses,1,42.83526812,17.82952021
19657781,Matricia sheer-panel maxi dress,"Matricia sheer-panel maxi dress from DE LA VALI featuring black, stretch-silk, round neck, rear criss-cross straps, sheer panelling, sleeveless and open back.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/19/65/77/81/19657781_50389259_54.jpg,De La Vali,AW23,"Spandex/Elastane, Spandex/Elastane, Silk, Polyester","Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19657781.jpg,5.2553678,2.6801426,Dresses,1,37.83526812,20.82952021
19168185,asymmetric midi dress,"asymmetric midi dress from MISSONI featuring multicolour, V-neck, signature zigzag woven design, spaghetti straps, sleeveless and asymmetric hem. The item you receive may differ slightly from the item photographed. This is due to the artisanal nature with which all Missoni products are constructed..","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/16/81/85/19168185_44378478_54.jpg,Missoni,AW23,Polyester,"White, Blue, SM8NR MULTICOLOURED ",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19168185.jpg,5.7621922,4.9429493,Dresses,1,42.83526812,35.82952021
19908604,Izabella off-shoulder two-tone midi dress,"Izabella off-shoulder two-tone midi dress from MARIA LUCIA HOHAN featuring rose pink, dark red, silk, draped design, sweetheart neck, off-shoulder, fitted waistline and rear lace-up fastening.","Women, Clothing, Dresses, Cocktail & Party Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/19/90/86/04/19908604_45128944_54.jpg,Maria Lucia Hohan,AW23,"Nylon, Silk, Spandex/Elastane","Pink, Cameo RoseSalsa",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19908604.jpg,5.0269403,3.320345,Dresses,1,34.83526812,26.82952021
20143212,semi-sheer sequin-embellished slip dress,"semi-sheer sequin-embellished slip dress from SIMONE ROCHA featuring black, semi-sheer construction, sequin embellishment, lace trim, bow detailing, thin shoulder straps, mid-length and scallop hem.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/14/32/12/20143212_51082871_54.jpg,Simone Rocha,AW23,"Polyamide, Polyester, Nylon, Viscose","Black, BLACKBLACKJET",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20143212.jpg,5.351556,2.4672062,Dresses,1,38.83526812,17.82952021
20045251,graphic-print square-neck dress,"graphic-print square-neck dress from DOLCE & GABBANA featuring black, all-over graphic print, square neck and sleeveless.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/04/52/51/20045251_45267199_54.jpg,Dolce & Gabbana,AW23,"Silk, Elastane",HN4IY,/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20045251.jpg,6.162401,4.5528307,Dresses,1,47.83526812,30.82952021
20067101,x Dua Lipa Butterflies Medusa minidress,"x Dua Lipa Butterflies Medusa minidress from Versace featuring black/multicolour, stretch-jersey, Medusa plaque detail, polka dot print, butterfly print, cowl neck, thin shoulder straps, concealed side zip fastening and above-knee length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/20/06/71/01/20067101_50433805_54.jpg,Versace,AW23,"Viscose, Viscose","Black, Multicolour, 5B020 BLACK + MULTICOLOR",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20067101.jpg,6.13007,4.30269,Dresses,1,46.83526812,29.82952021
19517280,Sunset gradient-effect dress,"Sunset gradient-effect dress from COURRÈGES featuring orange, red, bordeaux red, gradient effect, semi-sheer construction, long sleeves, open back, slip-on style, adjustable strap to the rear and long length.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/19/51/72/80/19517280_50091082_54.jpg,Courrèges,AW23,"Polyester, Elastane",I003_DEGRADE SUNSET,/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19517280.jpg,5.716751,3.315398,Dresses,1,43.83526812,26.82952021
19657772,Lilith ruched chiffon maxi dress,"Lilith ruched chiffon maxi dress from DE LA VALI featuring chiffon, layered design, mock neck, V-neck, ruffled detailing, ruched detailing, cut-out detailing, draped detailing, side slit, floor-length, concealed rear hook and zip fastening and light blue.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/19/65/77/72/19657772_50397061_54.jpg,De La Vali,AW23,Polyester,"Blue, LIGHT BLUE",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19657772.jpg,5.2422953,3.3794148,Dresses,1,36.83526812,27.82952021
19620643,Devi crochet-trimmed mini dress,"Devi crochet-trimmed mini dress from ZIMMERMANN featuring ivory white, cotton/linen, crochet trim, V-neck, three-quarter length puff sleeves and thigh-length.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/62/06/43/19620643_45164682_54.jpg,ZIMMERMANN,AW23,"Linen/Flax, Cotton, Cotton","White, IVO - Ivory",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19620643.jpg,6.199709,3.236417,Dresses,1,47.83526812,26.82952021
19950183,ribbon-tie halterneck minidress,"ribbon-tie halterneck minidress from VALENTINO GARAVANI featuring Valentino Ready To Wear, hot pink, silk blend, bow detailing, halterneck tie fastening, sleeveless, straight hem and thigh-length. The full look includes Valentino Garavani accessories..","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/95/01/83/19950183_50358769_54.jpg,Valentino Garavani,AW23,"Silk, Polyester","Pink, UWT",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19950183.jpg,5.987949,2.3712745,Dresses,1,45.83526812,18.82952021
20103131,sequin-embellished puff-sleeve midi dress,"sequin-embellished puff-sleeve midi dress from ROTATE featuring black, stretch-design, sequin embellishment, fringe detailing, round toe, rear tie fastening, open back and knee-length.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/20/10/31/31/20103131_51251911_54.jpg,ROTATE,AW23,"Polyester, Elastane, Polyester, Elastane","Black, 1000 - BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20103131.jpg,5.3852825,2.4757593,Dresses,1,39.83526812,18.82952021
19620644,Chintz floral-print linen dress,"Chintz floral-print linen dress from ZIMMERMANN featuring multicolour, linen, all-over floral print, round neck, long sleeves, elasticated cuffs, concealed rear zip fastening and calf-length. This item contains at least 50% materials which are certified or widely recognised as having a lower environmental impact through production and/or manufacturing processes that reduce water consumption and the use of harmful chemicals, or re-use by-products of the production process.. Learn more about what makes a product Conscious on our Conscious Criteria page.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/62/06/44/19620644_50502016_54.jpg,ZIMMERMANN,AW23,"Cotton, Linen/Flax","Neutrals, IVDF - Ivory Daisy Floral",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19620644.jpg,6.910349,5.13986,Dresses,1,48.83526812,38.82952021
19319226,crinkle tank dress,"crinkle tank dress from Hunza G featuring bright red, crinkled finish, square neck, wide shoulder straps, scoop back and stretch-design. Conscious: We've partnered with Good On You – an ethical agency that rates how sustainably brands perform. This product comes from a brand that performs well in relation to their impact on animals..","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/31/92/26/19319226_43269986_54.jpg,Hunza G,AW23,"Nylon, Spandex/Elastane","Red, RED",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19319226.jpg,5.932484,2.5713336,Dresses,1,43.83526812,20.82952021
20103136,sequin-embellished minidress,"sequin-embellished minidress from ROTATE featuring black, recycled polyester, sequin embellishment, logo charm, square neck, spaghetti straps and thigh-length. This item is made from at least 50% recycled or upcycled materials. For recycled synthetic clothing products, we highly recommend using a microfibre-catching washing bag to ensure that no microplastics that can pollute water are released in the process..","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/20/10/31/36/20103136_51249791_54.jpg,ROTATE,AW23,"Polyester, Spandex/Elastane, Recycled Polyester","Black, 1000 - BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20103136.jpg,5.2231507,2.2906122,Dresses,1,38.83526812,16.82952021
18380567,Sofia sequinned mini dress,"Sofia sequinned mini dress from Oceanus featuring multicolour, recycled polyamide blend, abstract pattern print, sequin embellishment, square neck, sleeveless and slit detailing. Conscious: This item is made from at least 50% recycled or upcycled materials. For recycled synthetic clothing products we highly recommend using a microfibre-catching washing bag to ensure that no microplastics that can pollute water are released in the process..","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/18/38/05/67/18380567_43412247_54.jpg,Oceanus,AW23,"Recycled Polyamide , Synthetic->Recycled Elastane","Pink, Grey, MULTI PINK - Multi Pink",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/18380567.jpg,6.242956,3.8930004,Dresses,1,47.83526812,28.82952021
20474541,Illusion sheer-panel mini dress,"Illusion sheer-panel mini dress from MUGLER featuring silver-tone, stretch-design, metallic finish, sheer panelling, logo patch at the shoulder, crew neck, long sleeves, concealed rear zip fastening, straight hem and thigh-length.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/20/47/45/41/20474541_50496747_54.jpg,Mugler,AW23,"Elastane, Polyamide","Silver, Black, B9199 SILVER",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20474541.jpg,10.204403,3.002521,Dresses,1,71.83526812,22.82952021
19921926,floral-appliqué ruched halterneck dress,"floral-appliqué ruched halterneck dress from MAGDA BUTRYM featuring bright red, stretch-jersey, ruched detailing, floral appliqué, halterneck tie fastening, concealed rear zip fastening, sleeveless, mid-length and asymmetric hem.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/19/92/19/26/19921926_50811978_54.jpg,Magda Butrym,AW23,"Cupro, Spandex/Elastane","Red, RED",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19921926.jpg,4.978466,3.2516272,Dresses,1,33.83526812,23.82952021
20887571,sequinned bustier midi dress,"sequinned bustier midi dress from The Attico featuring light pink, sequin design, strapless, bustier-style neckline, concealed rear zip fastening, side slit, asymmetric hem and mid-length.","Women, Clothing, Dresses, Cocktail & Party Dresses",Woman,https://cdn-images.farfetch-contents.com/20/88/75/71/20887571_50857180_54.jpg,The Attico,AW23,"Polyamide, Polyester, Spandex/Elastane, Polyester, Polyamide, Spandex/Elastane","Pink, 315 LIGHT PINK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20887571.jpg,5.20463,3.314867,Dresses,1,36.83526812,25.82952021
20526245,Butterfly cut-out minidress,"Butterfly cut-out minidress from Area featuring black, stretch-design, cut-out detailing, chain-link detailing, sweetheart neck, rear zip fastening, adjustable shoulder straps, sleeveless, straight hem and thigh-length.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/20/52/62/45/20526245_50582776_54.jpg,AREA,AW23,"Elastane, Polyester, Synthetic->Rayon, Nylon","Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/20526245.jpg,6.138789,1.9266881,Dresses,1,44.83526812,13.82952021
19906390,Arced Palm maxi dress,"Arced Palm maxi dress from CHRISTOPHER ESBER featuring black, plunging U-neck and long sleeves.","Women, Clothing, Dresses, Evening Dresses",Woman,https://cdn-images.farfetch-contents.com/19/90/63/90/19906390_50576461_54.jpg,Christopher Esber,AW23,Viscose,"Black, BLACK",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19906390.jpg,6.6429605,2.8978205,Dresses,1,49.83526812,25.82952021
19439850,Billie open-knit mini dress,"Billie open-knit mini dress from AMBRA MADDALENA featuring knitted construction, open knit, sheer, crew neck, short sleeves, asymmetric hem, butter yellow and cotton blend.","Women, Clothing, Dresses, Day Dresses",Woman,https://cdn-images.farfetch-contents.com/19/43/98/50/19439850_44961001_54.jpg,Ambra Maddalena,AW23,"Cotton, Synthetic->Acrylic, Polyester, Nylon, Spandex/Elastane","Yellow, 110 BUTTER ",/content/drive/MyDrive/소개원실-Team3/farfetch-data/womens/images (10.07)/dresses_images/19439850.jpg,5.9420013,2.6365764,Dresses,1,43.83526812,21.82952021
