umap_0,umap_1
5.7126355,2.6734934
4.8772182,3.21702
5.4334836,3.3292265
5.268739,3.3609345
5.903469,2.4225557
6.157722,1.9702901
6.1462445,4.807177
1.8828708,3.9627252
6.4408255,3.0570176
4.9002004,3.399299
6.227359,5.039904
5.3027,3.34466
6.883394,2.687713
5.787811,2.6511116
7.4279246,1.9702234
5.812972,2.6372123
7.0490193,5.199025
7.281616,5.1876645
5.9487505,2.107095
4.4684076,1.8684428
6.9193544,2.6837893
6.1789246,4.930371
5.0554442,3.2925906
5.1522145,3.306223
5.393831,2.558872
6.18071,5.010876
5.094668,3.3126981
4.495148,2.5901716
6.3943696,2.257191
6.0720587,2.5875835
5.928614,2.0327406
6.5999274,2.3959923
5.454461,3.1476412
5.918904,5.48842
7.1960406,2.5195189
7.3296533,5.074541
7.2803473,2.554849
5.042322,3.3171296
5.6379566,3.4418232
6.2806754,4.4076166
5.61107,1.9790106
5.4841485,2.1416934
4.948987,3.3696918
5.608934,2.7466846
5.7924595,4.4487324
5.1646276,3.4255166
4.5481086,1.9509017
7.047157,5.091055
5.955506,3.0960517
5.957427,5.031574
7.128751,0.72934395
5.898539,2.6027167
5.432584,3.291375
5.9617476,3.314482
1.8440416,3.9446163
5.283838,3.3013432
4.514164,1.8931234
5.0610156,2.2417288
4.8745136,3.0571747
6.536974,4.9363575
5.2067823,3.3487222
6.248617,2.924646
6.0335574,3.2584288
6.0941105,5.3373275
4.4855666,1.8431878
5.67857,3.042793
5.1987095,3.1860547
6.32858,2.5664494
6.0940895,2.342005
3.7732368,3.6393185
6.0662823,3.2496636
5.6354914,2.0704246
7.013155,5.106344
10.917225,2.4641674
5.960141,3.1205375
5.2431874,3.131588
5.928334,5.5107727
1.7941386,3.8626153
6.6144032,1.4110314
6.7954,2.317547
5.457163,3.058201
5.4305315,3.4441159
5.6092815,2.047743
5.84501,4.9324903
5.0209756,3.3251455
6.1324873,4.7126813
5.333252,3.1222029
6.8392143,5.0300927
5.703314,2.833277
6.1586947,4.6135697
7.320602,5.1323767
5.93607,2.884606
8.034521,2.6882849
7.229918,5.227974
8.085123,2.6856527
6.785712,4.231635
7.082818,5.2183814
6.13604,2.1353302
5.362656,3.3631942
5.6793103,3.2061155
5.4236174,3.1786828
7.4341536,2.461474
6.9593544,4.9126515
5.9757075,2.3866384
5.465287,2.767162
5.3161592,3.3563075
6.097486,4.783862
6.2441406,2.7912533
7.3248286,5.1531177
5.294519,3.290969
5.841094,2.046326
5.993188,3.2083554
6.078356,4.66648
6.0596924,5.2082925
5.9640293,2.364545
5.9131675,4.9193797
6.817448,1.0558339
7.2725186,2.877855
7.21903,5.212256
6.3481364,5.0355663
6.949297,2.3900318
5.282162,3.288557
7.6153536,2.5822294
5.1220045,2.5839064
10.624502,2.0688486
5.6438093,2.7314837
5.2931857,3.1651711
7.095542,2.4406018
5.9825783,2.484275
4.4692802,1.9119523
5.522155,3.3804276
5.6858115,3.1460123
5.931979,2.459918
5.645415,2.0778646
7.110413,5.2103896
6.1412888,4.806093
5.3324127,2.5890303
6.704104,2.6833935
5.6542616,2.0595937
5.918939,5.0025506
7.314124,5.207531
6.1347632,2.03702
5.870764,4.960052
10.510895,1.5612845
5.404704,3.2619898
5.6346803,2.093464
6.061603,1.8934495
4.528207,1.8917311
5.664871,2.203852
4.5424786,1.8300211
6.1469154,2.3169372
10.694186,2.0884104
13.47588,2.9518695
5.9047775,3.2615616
7.1595106,2.5417252
6.311147,4.9301486
4.4821825,1.8751632
5.797708,3.7150643
5.5918155,3.1070533
7.434472,4.7863646
6.719522,5.0289226
6.9426804,2.7611914
5.016812,3.1790893
4.9417896,2.298355
6.8465476,1.0264394
4.4643006,1.8228097
6.047549,3.388197
5.879709,5.2451186
5.633354,2.7660162
6.079599,2.5013
5.7328143,4.5314617
5.768803,4.8903856
7.033011,5.174715
5.4184723,2.7074432
6.414539,2.7827053
7.174516,2.6648693
6.025255,3.127079
6.5885963,2.7396622
5.33,2.6515324
5.913195,1.8583163
5.1789465,2.6925828
5.9696555,5.4608846
7.5457773,3.180589
6.8698344,2.7788532
6.2124257,2.4710968
5.6273193,2.7199917
6.050483,4.871938
6.7013793,2.806719
6.598405,2.3023782
5.192537,2.6399627
5.4827785,2.1882017
6.268898,4.874437
8.056276,4.3747935
6.6523805,2.2115576
10.001177,4.217435
5.6760025,2.741358
5.249121,2.6142068
6.05577,4.3970833
5.1321244,3.4823425
5.98206,2.3884559
6.2788014,1.8149195
5.9572773,2.559933
6.1444387,4.502054
7.0220294,4.324332
6.1162357,2.147307
5.7549286,3.0305142
5.734756,2.693626
7.1722264,2.5966763
6.3396573,5.156721
5.18739,2.5357056
5.6991115,3.4391303
5.6759515,2.7916691
4.4490337,1.9122758
5.596228,2.7139535
6.0683756,3.1984556
5.3566704,3.2356281
5.123163,2.540035
5.9232674,2.5933955
5.1249685,3.324246
5.933008,2.285451
5.650877,2.0568116
5.7179937,2.7307274
5.502602,2.819575
1.8512752,3.8788953
6.878244,0.95966744
6.284834,5.03105
13.397557,1.4125836
8.71541,2.7374098
7.9209676,4.5226655
6.164234,5.055358
7.4219413,2.5197968
4.849668,2.19305
6.3421807,3.4283996
7.1609054,2.518122
6.2306623,4.9788713
5.6772814,2.1413105
5.2553678,2.6801426
5.7621922,4.9429493
5.0269403,3.320345
5.351556,2.4672062
6.162401,4.5528307
6.13007,4.30269
5.716751,3.315398
5.2422953,3.3794148
6.199709,3.236417
5.987949,2.3712745
5.3852825,2.4757593
6.910349,5.13986
5.932484,2.5713336
5.2231507,2.2906122
6.242956,3.8930004
10.204403,3.002521
4.978466,3.2516272
5.20463,3.314867
6.138789,1.9266881
6.6429605,2.8978205
5.9420013,2.6365764
5.5053415,3.42614
12.348626,2.0181901
6.2482805,4.8320436
6.059719,5.3951063
5.0385284,2.4215481
4.5707726,3.1360898
6.0251765,2.4226232
6.0317903,4.1521683
7.063569,5.1697726
5.9949546,4.843516
5.7683496,2.4624112
7.4505696,2.585885
5.5320053,2.108169
7.0130916,5.178583
5.6290936,3.729375
5.677191,4.5977297
6.875131,2.6668317
7.4242554,2.4155033
6.038209,2.2653637
7.3151784,5.2034264
6.9801393,4.003301
6.162777,4.6279507
4.8324103,3.208835
4.5005693,1.8045584
4.498954,1.9413924
5.708265,3.6851547
6.0364475,2.1228788
5.6497946,2.699703
5.4469156,3.4000444
7.2881093,5.191522
7.036897,5.1478043
5.558936,3.5225549
6.3861494,3.2068963
5.9506,4.2884936
4.8860116,2.3243303
7.37574,5.0279264
6.0831356,3.3353567
6.1495905,4.6395745
9.022345,3.1890786
5.166088,3.457531
6.8864074,5.121851
5.4553065,3.2855465
12.372424,2.9727917
6.163702,4.779074
6.50322,2.5654182
5.3069,3.3054795
5.908226,1.8747056
5.971694,2.356029
5.899009,3.0282633
4.4728947,1.7981609
5.242857,3.2518098
6.8407087,2.8082354
6.2048965,4.89452
4.439854,1.8637676
7.4488177,3.0162728
4.4627957,2.0716047
10.521425,2.2844274
6.104885,2.0893972
5.7792535,4.695214
7.021305,5.152523
6.9222417,2.501982
5.113229,3.0994298
5.819814,3.5802622
5.0511284,3.2946873
6.058414,2.173279
6.049426,3.2246478
5.858723,2.165814
5.291553,3.3617373
6.1875134,2.0817
4.5821414,1.8831537
6.5661736,5.0793214
4.6163735,2.0068653
5.177619,2.5979102
7.2760563,5.1802793
4.567092,1.8869168
7.5777407,2.5906587
5.8765244,2.3557482
7.8144283,2.846587
5.575223,2.0377154
7.1059813,4.821605
5.1087418,2.6492782
6.052276,4.615792
6.5446362,2.4671042
6.3322263,5.0639253
6.764003,0.9753892
5.5410314,3.5321264
7.179366,2.6117992
7.124448,5.213128
7.0350585,0.79064244
5.7163754,2.1222532
6.31872,2.7935724
7.0544715,5.0968223
5.4862,2.397453
6.996168,5.0830884
10.770411,1.4701812
12.913098,6.403608
11.44308,1.7053959
10.836342,4.2283297
11.113672,3.848483
10.74612,2.3255599
7.470178,4.8866506
12.452529,6.2715087
12.644269,6.3694344
13.436097,5.7883463
11.525094,5.587555
12.846676,3.3698463
11.021828,4.257485
12.559692,6.0227695
12.347379,6.373601
10.919007,3.777281
11.1528425,1.1678597
10.324109,1.7525022
13.251517,5.6914563
11.069453,4.4305983
11.145409,3.6424088
10.54745,1.489409
11.082094,3.8332515
12.0698805,5.6271577
11.755338,5.284277
11.493012,1.6442692
13.186768,5.5875926
12.628386,6.247714
10.93194,3.246019
11.545953,5.612926
11.307734,1.4505035
10.732905,1.7185237
10.687397,1.5704813
8.773141,0.5081059
11.869138,5.203614
11.610279,1.7913301
11.030742,1.3850243
12.520385,6.0575976
10.950682,4.0471354
11.257744,3.8109474
10.327563,2.2639964
10.99812,1.7027901
11.30056,1.6010655
10.95054,3.7263484
9.985342,4.208082
10.059201,3.9266086
9.993176,2.3179743
10.131704,3.8927996
11.450612,2.887805
11.410397,5.423363
9.88913,4.127726
11.170482,1.4218452
11.111524,2.8562326
11.786812,6.3015914
11.27679,1.2683524
7.760781,4.691091
10.632673,1.5371486
11.136466,1.1962527
10.000706,4.2639904
11.34404,4.8273973
9.9707575,4.3246813
10.9328575,1.9314967
12.825152,5.718323
10.955439,4.0728765
12.96536,6.1337166
11.118417,3.9784565
11.64616,6.8619714
10.701708,1.2776917
11.000533,2.557598
10.245344,1.5406557
11.558414,1.7383842
12.204363,5.8097486
10.990108,1.430139
11.5787,6.7100725
12.370592,6.2251005
10.531747,1.2417217
9.984897,4.2414317
9.882652,2.5756195
9.946184,4.0871477
7.124998,2.5501392
10.928057,1.3668305
13.575228,1.7467353
11.615234,6.5729094
10.6238785,1.1746082
12.533313,6.1342783
10.063277,4.2370963
10.331986,3.0712416
10.482428,4.2780232
11.02357,1.233854
11.969695,6.194549
12.318791,5.0929804
11.030052,3.8435905
11.874568,2.217148
12.739808,1.2874593
11.620949,6.8830833
11.574317,5.4405813
11.592297,5.8122067
10.37133,3.4060154
13.417785,6.6901197
11.713049,5.6784387
10.897363,3.7507846
3.781739,3.7155526
11.655794,6.8613214
10.518927,1.5410701
12.810838,5.806865
12.630854,6.4840665
10.639488,3.5495746
10.265386,1.9369967
10.495846,4.053651
11.1255455,1.2175463
9.044254,3.783299
8.775043,2.702958
13.3242235,6.314471
10.569554,1.4288867
10.077908,3.969725
10.397035,1.5425019
9.927642,2.2833993
10.428173,3.302092
11.888155,6.226038
12.217152,2.0919428
10.299258,4.0401025
10.919876,1.7704703
10.954857,2.364681
11.371686,4.8871164
11.593317,5.762375
13.020538,5.2407193
12.728986,1.6723273
12.013222,2.6796873
9.703817,2.1631086
11.244631,1.3645301
11.578113,6.695628
12.3547325,6.455035
9.589961,3.4919107
12.618586,6.3988566
12.206501,1.6286038
9.430859,3.41604
12.271209,5.6611485
10.442059,1.5985522
11.8905945,5.7555466
10.690279,1.4825398
11.898795,4.9984612
13.023401,2.881992
11.199842,1.4127321
10.217537,3.030671
12.728987,6.0410366
12.013462,3.0537677
13.017074,6.2363524
12.672021,6.4508033
12.751715,6.4350653
11.284088,3.9004593
9.961069,4.1948104
11.647615,6.489215
10.129255,3.9436357
9.9458475,4.223221
13.224579,6.6479645
11.9378,5.0889797
10.522399,1.5248199
12.582394,6.2740307
11.542518,5.772127
10.513805,1.2395015
11.14258,3.8721955
11.60445,6.696539
12.078378,4.6809425
10.314664,1.6273957
11.612031,5.5774474
11.336862,1.3871076
11.827376,1.3005564
11.142036,1.5279047
10.931751,2.4445448
10.85405,1.3105885
11.179353,4.5813656
10.663494,1.2196074
11.177597,4.1194468
11.233772,1.2100823
12.545807,6.039626
11.559737,3.5450423
11.26512,1.35409
14.344285,2.550249
10.125116,4.3053403
10.033064,4.296157
9.460035,2.6020675
9.009069,3.8148093
10.709993,1.1748486
9.718746,3.1698773
10.924854,4.50195
10.9074745,1.4202088
9.008148,1.8367618
11.859224,5.2335386
10.408243,1.5737934
12.810955,5.2118425
9.924415,4.240678
12.126771,5.4986973
12.537081,6.118511
11.594218,6.7345114
9.937299,4.238832
11.298831,3.9364154
12.431038,6.452115
11.561798,3.7206676
9.486897,2.5933025
11.248875,3.7974818
4.5516243,6.5621743
12.817686,5.830833
8.991843,2.0144746
10.201332,4.0956674
13.146535,5.7042313
10.992638,1.2689801
9.933624,4.162463
11.559155,6.7335806
8.961354,1.8473883
11.193508,1.4042909
11.56061,5.765456
13.468023,3.2453158
12.512985,6.1786237
11.452978,1.639968
10.992186,2.5595443
12.765158,3.308542
11.171132,5.4699774
11.648563,6.8593087
11.014871,3.9465594
12.89893,4.976645
10.410407,3.1930118
7.987279,4.383157
10.470707,1.5519518
12.3058405,6.244114
11.154214,1.5767044
13.32774,6.057947
10.588866,3.5276914
11.414684,4.80078
12.498438,6.1731615
12.552822,6.265642
11.353868,1.3962654
10.647479,1.1731907
11.408233,3.9062562
12.835199,6.5532
10.538064,1.4918311
11.437475,5.092332
11.260839,2.1633375
12.111708,1.2495421
11.424223,4.9460974
11.352605,1.7400172
14.048133,6.451937
11.551011,5.9898887
11.963936,5.601566
11.033214,3.4080703
11.216131,1.5405258
10.477289,2.4921532
10.779494,1.8568219
11.393699,3.8518014
10.819614,1.3492215
11.056783,1.3654425
11.654971,6.8739653
9.900635,4.312916
11.212017,4.74585
9.912125,4.262388
11.004611,2.7377026
12.4769335,6.117748
13.109656,6.5646834
11.270407,3.7457964
11.557912,1.2281852
10.958947,3.995388
10.060796,4.0525036
10.198712,3.8356102
13.579631,5.8487554
12.975953,6.6047225
12.103491,4.9842463
11.24487,1.2257022
9.902639,4.208525
10.428363,1.5879054
10.104951,3.6873808
10.09351,4.3328195
11.075254,3.7406075
11.249218,1.4398551
12.269831,5.640323
11.174986,1.7140013
9.952822,4.202273
11.58789,5.593299
12.413267,5.788511
11.786437,5.6355324
12.797989,3.3092816
11.566858,6.630331
10.71068,1.2399615
10.624768,1.4323431
11.626445,3.5134506
12.261395,5.9152317
11.172434,1.190771
11.239915,1.322574
11.306488,4.7859645
11.535658,3.5556126
11.655358,6.86869
10.916182,3.8357863
10.34623,3.0783203
11.466221,3.7472827
11.232545,4.585151
10.932211,2.033158
11.397441,3.894277
9.953492,4.244163
10.009836,4.2416453
12.464194,5.5993505
11.635907,3.9260404
14.015867,6.4334326
13.065958,6.5976853
12.516328,6.062216
10.344537,4.18717
11.568674,5.692911
10.934385,1.7816496
10.182095,2.454709
12.53476,3.9479954
12.769877,3.3048472
11.454402,3.5856109
11.057219,1.6462156
10.945332,1.1840624
8.218376,4.3861184
11.435086,5.5018034
11.188613,3.7146523
11.196497,4.072329
12.78691,6.5007734
11.076395,4.574874
9.696978,2.8300955
10.991818,1.819333
10.974433,1.467121
9.932209,4.2738304
11.363542,3.932272
10.0559,4.1751423
10.607953,3.61993
11.658047,6.86723
12.2097025,5.6371255
11.485244,1.676031
14.023554,6.443963
12.752632,6.0524282
10.7357855,4.080707
14.023588,6.3950953
11.908209,6.219145
10.5810175,1.4485896
11.608242,6.8268127
11.468881,1.4790616
11.914264,5.3902946
13.999072,6.437593
10.340629,1.6623156
10.043009,4.220478
10.935579,1.4397157
12.238737,5.563165
9.731766,3.1042047
11.807306,5.357961
11.371708,3.9471426
11.068598,1.7493665
11.1604395,3.6030927
10.257895,2.2062314
10.97752,3.8164907
10.234238,4.287388
11.274888,1.7080667
11.749655,6.3087697
10.9720125,1.2297907
10.405479,1.6083804
11.153304,1.4515964
10.589411,1.4553919
10.296054,3.8767233
11.568017,6.7156425
13.983922,6.4441476
12.175992,6.321345
11.457449,3.5782957
12.486722,6.0704017
13.319387,6.0436773
10.001073,2.3186162
10.912633,3.7377853
9.946423,4.1982036
10.376964,1.6602446
11.523186,5.860052
12.539677,6.4567914
10.510409,3.3047166
12.59399,6.243451
11.065594,2.936488
12.2799015,5.6500974
10.350471,3.0648062
10.67806,1.5090438
11.577695,6.572474
11.2134695,4.788644
12.63686,6.4565115
10.7344265,1.2719277
10.576769,2.391914
11.817851,6.190037
10.609991,3.633413
9.961625,4.2967906
13.461731,6.325122
12.7206545,6.5126367
9.646403,3.2229996
11.394678,1.6572565
10.917205,1.4350276
13.328133,5.9624863
10.856363,3.4319541
14.035848,6.4267335
11.410314,1.698425
11.150786,1.5996859
11.584046,6.6836
10.535065,1.50509
11.846956,6.302381
11.621234,3.7764127
10.033008,4.041176
12.889637,6.192622
11.315009,5.5575995
12.047679,5.6942105
10.943399,3.3036544
11.272194,1.3628906
9.524124,2.82215
11.54495,3.9933505
7.8483825,4.5879297
12.736787,6.400888
11.013285,3.8972378
10.13741,2.13494
11.193633,4.6148386
11.035157,1.7335474
